,Match,Date,Promotion,Match Type,Event,Par1,Par2,Par3,Par4,Par5,Par6,Par7,Par8
2543,Ken Patera vs. Paul Orndorff,05/25/1985,World Wrestling Federation,Singles,WWF Prime Time Wrestling,Ken Patera,Paul Orndorff,n/a,n/a,n/a,n/a,n/a,n/a
2544,Hulk Hogan vs. Ken Patera,05/25/1985,World Wrestling Federation,Singles,WWF on PRISM Network,Hulk Hogan,Ken Patera,n/a,n/a,n/a,n/a,n/a,n/a
2545,Ken Patera vs. Tony Atlas,05/20/1985,World Wrestling Federation,Singles,WWF on MSG Network,Ken Patera,Tony Atlas,n/a,n/a,n/a,n/a,n/a,n/a
2546,Rene Goulet vs. Rocky Johnson,05/20/1985,World Wrestling Federation,Singles,WWF on MSG Network,Rene Goulet,Rocky Johnson,n/a,n/a,n/a,n/a,n/a,n/a
2547,Ivan Putski vs. Jim Neidhart,05/20/1985,World Wrestling Federation,Singles,WWF on MSG Network,Ivan Putski,Jim Neidhart,n/a,n/a,n/a,n/a,n/a,n/a
2548,Pedro Morales vs. Terry Gibbs,05/20/1985,World Wrestling Federation,Singles,WWF on MSG Network,Pedro Morales,Terry Gibbs,n/a,n/a,n/a,n/a,n/a,n/a
2549,Hulk Hogan vs. The Magnificent Muraco,05/20/1985,World Wrestling Federation,Singles,WWF on MSG Network,Hulk Hogan,The Magnificent Muraco,n/a,n/a,n/a,n/a,n/a,n/a
2550,Bret Hart vs. Rick McGraw,05/20/1985,World Wrestling Federation,Singles,WWF on MSG Network,Bret Hart,Rick McGraw,n/a,n/a,n/a,n/a,n/a,n/a
2551,Barry Windham & Mike Rotundo vs. Nikolai Volkoff & The Iron Sheik,05/20/1985,World Wrestling Federation,Tag Team,WWF on MSG Network,Barry Windham,Mike Rotundo,Nikolai Volkoff,The Iron Sheik,n/a,n/a,n/a,n/a
2552,Jesse Ventura vs. Tony Garea,05/20/1985,World Wrestling Federation,Singles,WWF on MSG Network,Jesse Ventura,Tony Garea,n/a,n/a,n/a,n/a,n/a,n/a
2553,Bruno Sammartino & David Sammartino vs. Brutus Beefcake & Johnny V,05/20/1985,World Wrestling Federation,Tag Team,WWF on MSG Network,Bruno Sammartino,David Sammartino,Brutus Beefcake,Johnny V,n/a,n/a,n/a,n/a
2554,"Barry Windham, Mike Rotundo & Ricky Steamboat vs. George Steele, Nikolai Volkoff & The Iron Sheik",05/10/1985,World Wrestling Federation,Six Man Tag Team,WWF Saturday Night's Main Event #1,Barry Windham,Mike Rotundo,Ricky Steamboat,George Steele,Nikolai Volkoff,The Iron Sheik,n/a,n/a
2555,Bob Orton vs. Hulk Hogan,05/10/1985,World Wrestling Federation,Singles,WWF Saturday Night's Main Event #1,Bob Orton,Hulk Hogan,n/a,n/a,n/a,n/a,n/a,n/a
2556,Bret Hart & Jim Neidhart vs. Davey Boy Smith & The Dynamite Kid,04/27/1985,World Wrestling Federation,Tag Team,WWF on PRISM Network,Bret Hart,Jim Neidhart,Davey Boy Smith,The Dynamite Kid,n/a,n/a,n/a,n/a
2557,Moondog Spot vs. Ricky Steamboat,04/22/1985,World Wrestling Federation,Singles,WWF on MSG Network,Moondog Spot,Ricky Steamboat,n/a,n/a,n/a,n/a,n/a,n/a
2558,Mike Rotundo vs. The Iron Sheik,04/22/1985,World Wrestling Federation,Singles,WWF on MSG Network,Mike Rotundo,The Iron Sheik,n/a,n/a,n/a,n/a,n/a,n/a
2559,Barry Windham vs. Nikolai Volkoff,04/22/1985,World Wrestling Federation,Singles,WWF on MSG Network,Barry Windham,Nikolai Volkoff,n/a,n/a,n/a,n/a,n/a,n/a
2560,Brutus Beefcake & Greg Valentine vs. The Junkyard Dog & Tito Santana,04/22/1985,World Wrestling Federation,Tag Team,WWF on MSG Network,Brutus Beefcake,Greg Valentine,The Junkyard Dog,Tito Santana,n/a,n/a,n/a,n/a
2561,Matt Borne vs. Tatsumi Fujinami,04/22/1985,World Wrestling Federation,Singles,WWF on MSG Network,Matt Borne,Tatsumi Fujinami,n/a,n/a,n/a,n/a,n/a,n/a
2562,Barry O vs. The Cobra,04/22/1985,World Wrestling Federation,Singles,WWF on MSG Network,Barry O,The Cobra,n/a,n/a,n/a,n/a,n/a,n/a
2563,Davey Boy Smith & The Dynamite Kid vs. Johnny Rodz & Rene Goulet,04/22/1985,World Wrestling Federation,Tag Team,WWF on MSG Network,Davey Boy Smith,The Dynamite Kid,Johnny Rodz,Rene Goulet,n/a,n/a,n/a,n/a
2564,Hulk Hogan vs. The Magnificent Muraco,04/22/1985,World Wrestling Federation,Singles,WWF on MSG Network,Hulk Hogan,The Magnificent Muraco,n/a,n/a,n/a,n/a,n/a,n/a
2565,Bret Hart vs. George Wells,04/21/1985,World Wrestling Federation,Singles,WWF Prime Time Wrestling,Bret Hart,George Wells,n/a,n/a,n/a,n/a,n/a,n/a
2566,Jim Neidhart vs. Rick McGraw,04/21/1985,World Wrestling Federation,Singles,WWF Prime Time Wrestling,Jim Neidhart,Rick McGraw,n/a,n/a,n/a,n/a,n/a,n/a
2567,Steve Lombardi vs. The Magnificent Muraco,04/21/1985,World Wrestling Federation,Singles,WWF Prime Time Wrestling,Steve Lombardi,The Magnificent Muraco,n/a,n/a,n/a,n/a,n/a,n/a
2568,Ivan Putski vs. Jerry Valiant,04/21/1985,World Wrestling Federation,Singles,WWF Prime Time Wrestling,Ivan Putski,Jerry Valiant,n/a,n/a,n/a,n/a,n/a,n/a
2569,Barry O & Moondog Spot vs. Davey Boy Smith & The Dynamite Kid,04/21/1985,World Wrestling Federation,Tag Team,WWF Prime Time Wrestling,Barry O,Moondog Spot,Davey Boy Smith,The Dynamite Kid,n/a,n/a,n/a,n/a
2570,Brutus Beefcake & Greg Valentine vs. Ricky Steamboat & Tito Santana,04/21/1985,World Wrestling Federation,Tag Team,WWF Prime Time Wrestling,Brutus Beefcake,Greg Valentine,Ricky Steamboat,Tito Santana,n/a,n/a,n/a,n/a
2571,Andre The Giant vs. Big John Studd,03/31/1985,World Wrestling Federation,Bodyslam,"WWF WrestleMania - ""The Greatest Wrestling Event Of All Time!""",Andre The Giant,Big John Studd,n/a,n/a,n/a,n/a,n/a,n/a
2572,Leilani Kai vs. Wendi Richter,03/31/1985,World Wrestling Federation,Singles,"WWF WrestleMania - ""The Greatest Wrestling Event Of All Time!""",Leilani Kai,Wendi Richter,n/a,n/a,n/a,n/a,n/a,n/a
2573,Hulk Hogan & Mr. T vs. Paul Orndorff & Roddy Piper,03/31/1985,World Wrestling Federation,Tag Team,"WWF WrestleMania - ""The Greatest Wrestling Event Of All Time!""",Hulk Hogan,Mr. T,Paul Orndorff,Roddy Piper,n/a,n/a,n/a,n/a
2574,Greg Valentine vs. The Junkyard Dog,03/31/1985,World Wrestling Federation,Singles,"WWF WrestleMania - ""The Greatest Wrestling Event Of All Time!""",Greg Valentine,The Junkyard Dog,n/a,n/a,n/a,n/a,n/a,n/a
2575,Brutus Beefcake vs. David Sammartino,03/31/1985,World Wrestling Federation,Singles,"WWF WrestleMania - ""The Greatest Wrestling Event Of All Time!""",Brutus Beefcake,David Sammartino,n/a,n/a,n/a,n/a,n/a,n/a
2576,Barry Windham & Mike Rotundo vs. Nikolai Volkoff & The Iron Sheik,03/31/1985,World Wrestling Federation,Tag Team,"WWF WrestleMania - ""The Greatest Wrestling Event Of All Time!""",Barry Windham,Mike Rotundo,Nikolai Volkoff,The Iron Sheik,n/a,n/a,n/a,n/a
2577,Matt Borne vs. Ricky Steamboat,03/31/1985,World Wrestling Federation,Singles,"WWF WrestleMania - ""The Greatest Wrestling Event Of All Time!""",Matt Borne,Ricky Steamboat,n/a,n/a,n/a,n/a,n/a,n/a
2578,Bobby Heenan & Paul Orndorff vs. Bruno Sammartino & David Sammartino,03/17/1985,World Wrestling Federation,Lumberjack Tag Team,WWF on PRISM Network,Bobby Heenan,Paul Orndorff,Bruno Sammartino,David Sammartino,n/a,n/a,n/a,n/a
2579,The Cobra vs. The Magnificent Muraco,03/17/1985,World Wrestling Federation,Singles,WWF on PRISM Network,The Cobra,The Magnificent Muraco,n/a,n/a,n/a,n/a,n/a,n/a
2580,Barry O vs. Rene Goulet,03/17/1985,World Wrestling Federation,Singles,WWF on MSG Network,Barry O,Rene Goulet,n/a,n/a,n/a,n/a,n/a,n/a
2581,Jim Neidhart vs. SD Jones,03/17/1985,World Wrestling Federation,Singles,WWF on MSG Network,Jim Neidhart,SD Jones,n/a,n/a,n/a,n/a,n/a,n/a
2582,Jimmy Snuka vs. Roddy Piper,03/17/1985,World Wrestling Federation,Singles,WWF on PRISM Network,Jimmy Snuka,Roddy Piper,n/a,n/a,n/a,n/a,n/a,n/a
2583,"Andre The Giant, Jimmy Snuka & The Junkyard Dog vs. Big John Studd, Jesse Ventura & Ken Patera",03/17/1985,World Wrestling Federation,Six Man Tag Team,WWF on MSG Network,Andre The Giant,Jimmy Snuka,The Junkyard Dog,Big John Studd,Jesse Ventura,Ken Patera,n/a,n/a
2584,Greg Valentine vs. Tito Santana,03/17/1985,World Wrestling Federation,Lumberjack,WWF on MSG Network,Greg Valentine,Tito Santana,n/a,n/a,n/a,n/a,n/a,n/a
2585,David Sammartino vs. Matt Borne,03/17/1985,World Wrestling Federation,Singles,WWF on MSG Network,David Sammartino,Matt Borne,n/a,n/a,n/a,n/a,n/a,n/a
2586,Moondog Spot vs. Rick McGraw,02/18/1985,World Wrestling Federation,Singles,WWF on MSG Network,Moondog Spot,Rick McGraw,n/a,n/a,n/a,n/a,n/a,n/a
2587,Johnny Rodz vs. Jose Luis Rivera,02/18/1985,World Wrestling Federation,Singles,WWF on MSG Network,Johnny Rodz,Jose Luis Rivera,n/a,n/a,n/a,n/a,n/a,n/a
2588,Hillbilly Jim vs. Rene Goulet,02/18/1985,World Wrestling Federation,Singles,WWF on MSG Network,Hillbilly Jim,Rene Goulet,n/a,n/a,n/a,n/a,n/a,n/a
2589,Leilani Kai vs. Wendi Richter,02/18/1985,World Wrestling Federation,Singles,WWF on MSG Network,Leilani Kai,Wendi Richter,n/a,n/a,n/a,n/a,n/a,n/a
2590,David Sammartino vs. Moondog Rex,02/18/1985,World Wrestling Federation,Singles,WWF on MSG Network,David Sammartino,Moondog Rex,n/a,n/a,n/a,n/a,n/a,n/a
2591,Bob Orton vs. Jimmy Snuka,02/18/1985,World Wrestling Federation,Singles,WWF on MSG Network,Bob Orton,Jimmy Snuka,n/a,n/a,n/a,n/a,n/a,n/a
2592,Paul Orndorff vs. Tony Atlas,02/18/1985,World Wrestling Federation,Singles,WWF on MSG Network,Paul Orndorff,Tony Atlas,n/a,n/a,n/a,n/a,n/a,n/a
2593,Hulk Hogan vs. Roddy Piper,02/18/1985,World Wrestling Federation,Singles,WWF on MSG Network,Hulk Hogan,Roddy Piper,n/a,n/a,n/a,n/a,n/a,n/a
2594,Bobby Heenan & Paul Orndorff vs. Bruno Sammartino & David Sammartino,02/16/1985,World Wrestling Federation,Tag Team,WWF on PRISM Network,Bobby Heenan,Paul Orndorff,Bruno Sammartino,David Sammartino,n/a,n/a,n/a,n/a
2595,Moondog Rex vs. Terry Gibbs,01/21/1985,World Wrestling Federation,Singles,WWF on MSG Network,Moondog Rex,Terry Gibbs,n/a,n/a,n/a,n/a,n/a,n/a
2596,Blackjack Mulligan vs. Moondog Spot,01/21/1985,World Wrestling Federation,Singles,WWF on MSG Network,Blackjack Mulligan,Moondog Spot,n/a,n/a,n/a,n/a,n/a,n/a
2597,Bob Orton & Roddy Piper vs. Jimmy Snuka & The Junkyard Dog,01/21/1985,World Wrestling Federation,Texas Tornado Tag Team,WWF on MSG Network,Bob Orton,Roddy Piper,Jimmy Snuka,The Junkyard Dog,n/a,n/a,n/a,n/a
2598,Greg Valentine vs. Tito Santana,01/21/1985,World Wrestling Federation,Singles,WWF on MSG Network,Greg Valentine,Tito Santana,n/a,n/a,n/a,n/a,n/a,n/a
2599,David Sammartino vs. Paul Orndorff,01/12/1985,World Wrestling Federation,Singles,WWF on PRISM Network,David Sammartino,Paul Orndorff,n/a,n/a,n/a,n/a,n/a,n/a
2600,Adrian Adonis & Dick Murdoch vs. Jack Brisco & Jerry Brisco,01/12/1985,World Wrestling Federation,Tag Team,WWF on PRISM Network,Adrian Adonis,Dick Murdoch,Jack Brisco,Jerry Brisco,n/a,n/a,n/a,n/a
2601,Black Tiger vs. The Cobra,12/28/1984,World Wrestling Federation,Singles,WWF on MSG Network,Black Tiger,The Cobra,n/a,n/a,n/a,n/a,n/a,n/a
2602,Brutus Beefcake vs. SD Jones,12/28/1984,World Wrestling Federation,Singles,WWF on MSG Network,Brutus Beefcake,SD Jones,n/a,n/a,n/a,n/a,n/a,n/a
2603,Johnny Rodz vs. Salvatore Bellomo,12/28/1984,World Wrestling Federation,Singles,WWF on MSG Network,Johnny Rodz,Salvatore Bellomo,n/a,n/a,n/a,n/a,n/a,n/a
2604,Antonio Inoki vs. David Schultz,12/28/1984,World Wrestling Federation,Singles,WWF on MSG Network,Antonio Inoki,David Schultz,n/a,n/a,n/a,n/a,n/a,n/a
2605,Mike Rotundo vs. Rene Goulet,12/28/1984,World Wrestling Federation,Singles,WWF on MSG Network,Mike Rotundo,Rene Goulet,n/a,n/a,n/a,n/a,n/a,n/a
2606,Bob Orton & Roddy Piper vs. Jimmy Snuka & Tonga Kid,12/28/1984,World Wrestling Federation,Tag Team,WWF on MSG Network,Bob Orton,Roddy Piper,Jimmy Snuka,Tonga Kid,n/a,n/a,n/a,n/a
2607,Adrian Adonis & Dick Murdoch vs. Jack Brisco & Jerry Brisco,12/28/1984,World Wrestling Federation,Tag Team,WWF on MSG Network,Adrian Adonis,Dick Murdoch,Jack Brisco,Jerry Brisco,n/a,n/a,n/a,n/a
2608,Bobby Heenan vs. SD Jones,12/10/1984,World Wrestling Federation,Singles,WWF on MSG Network,Bobby Heenan,SD Jones,n/a,n/a,n/a,n/a,n/a,n/a
2609,Paul Orndorff vs. The Junkyard Dog,12/10/1984,World Wrestling Federation,Singles,WWF on MSG Network,Paul Orndorff,The Junkyard Dog,n/a,n/a,n/a,n/a,n/a,n/a
2610,Big John Studd vs. Hulk Hogan,12/10/1984,World Wrestling Federation,Bodyslam Challenge,WWF on MSG Network,Big John Studd,Hulk Hogan,n/a,n/a,n/a,n/a,n/a,n/a
2611,Charlie Fulton vs. SD Jones,11/26/1984,World Wrestling Federation,Singles,WWF on MSG Network,Charlie Fulton,SD Jones,n/a,n/a,n/a,n/a,n/a,n/a
2612,Jose Luis Rivera vs. Moondog Spot,11/26/1984,World Wrestling Federation,Singles,WWF on MSG Network,Jose Luis Rivera,Moondog Spot,n/a,n/a,n/a,n/a,n/a,n/a
2613,Angelo Mosca vs. Mr. Fuji,11/26/1984,World Wrestling Federation,Singles,WWF on MSG Network,Angelo Mosca,Mr. Fuji,n/a,n/a,n/a,n/a,n/a,n/a
2614,Bob Orton vs. Swede Hanson,11/26/1984,World Wrestling Federation,Singles,WWF on MSG Network,Bob Orton,Swede Hanson,n/a,n/a,n/a,n/a,n/a,n/a
2615,Barry Windham vs. Moondog Rex,11/26/1984,World Wrestling Federation,Singles,WWF on MSG Network,Barry Windham,Moondog Rex,n/a,n/a,n/a,n/a,n/a,n/a
2616,David Schultz vs. Rocky Johnson,11/26/1984,World Wrestling Federation,Singles,WWF on MSG Network,David Schultz,Rocky Johnson,n/a,n/a,n/a,n/a,n/a,n/a
2617,David Sammartino vs. Ken Patera,11/26/1984,World Wrestling Federation,Singles,WWF on MSG Network,David Sammartino,Ken Patera,n/a,n/a,n/a,n/a,n/a,n/a
2618,Bobby Heenan vs. Salvatore Bellomo,11/26/1984,World Wrestling Federation,Singles,WWF on MSG Network,Bobby Heenan,Salvatore Bellomo,n/a,n/a,n/a,n/a,n/a,n/a
2619,Greg Valentine vs. Tito Santana,11/26/1984,World Wrestling Federation,Singles,WWF on MSG Network,Greg Valentine,Tito Santana,n/a,n/a,n/a,n/a,n/a,n/a
2620,Roddy Piper vs. Tonga Kid,11/26/1984,World Wrestling Federation,Singles,WWF on MSG Network,Roddy Piper,Tonga Kid,n/a,n/a,n/a,n/a,n/a,n/a
2621,Andre The Giant vs. Big John Studd,11/10/1984,World Wrestling Federation,Singles,WWF on PRISM Network,Andre The Giant,Big John Studd,n/a,n/a,n/a,n/a,n/a,n/a
2622,Nikolai Volkoff & The Iron Sheik vs. Sgt. Slaughter & The Junkyard Dog,11/10/1984,World Wrestling Federation,Texas Tornado Tag Team,WWF on PRISM Network,Nikolai Volkoff,The Iron Sheik,Sgt. Slaughter,The Junkyard Dog,n/a,n/a,n/a,n/a
2623,Afa vs. Dick Murdoch,10/22/1984,World Wrestling Federation,Singles,WWF on MSG Network,Afa,Dick Murdoch,n/a,n/a,n/a,n/a,n/a,n/a
2624,Mad Dog Vachon vs. Rick McGraw,10/22/1984,World Wrestling Federation,Singles,WWF on MSG Network,Mad Dog Vachon,Rick McGraw,n/a,n/a,n/a,n/a,n/a,n/a
2625,David Bruno Sammartino vs. Moondog Spot,10/22/1984,World Wrestling Federation,Singles,WWF on MSG Network,David Bruno Sammartino,Moondog Spot,n/a,n/a,n/a,n/a,n/a,n/a
2626,Ken Patera vs. Rocky Johnson,10/22/1984,World Wrestling Federation,Singles,WWF on MSG Network,Ken Patera,Rocky Johnson,n/a,n/a,n/a,n/a,n/a,n/a
2627,Adrian Adonis vs. Sika,10/22/1984,World Wrestling Federation,Singles,WWF on MSG Network,Adrian Adonis,Sika,n/a,n/a,n/a,n/a,n/a,n/a
2628,Nikolai Volkoff vs. Sgt. Slaughter,10/22/1984,World Wrestling Federation,Singles,WWF on MSG Network,Nikolai Volkoff,Sgt. Slaughter,n/a,n/a,n/a,n/a,n/a,n/a
2629,Brutus Beefcake vs. Tony Garea,10/22/1984,World Wrestling Federation,Singles,WWF on MSG Network,Brutus Beefcake,Tony Garea,n/a,n/a,n/a,n/a,n/a,n/a
2630,Big John Studd vs. Hulk Hogan,10/22/1984,World Wrestling Federation,Singles,WWF on MSG Network,Big John Studd,Hulk Hogan,n/a,n/a,n/a,n/a,n/a,n/a
2631,Greg Valentine vs. Tito Santana,10/22/1984,World Wrestling Federation,Singles,WWF on MSG Network,Greg Valentine,Tito Santana,n/a,n/a,n/a,n/a,n/a,n/a
2632,Greg Valentine vs. SD Jones,10/21/1984,World Wrestling Federation,Singles,WWF TV Taping,Greg Valentine,SD Jones,n/a,n/a,n/a,n/a,n/a,n/a
2633,Nikolai Volkoff vs. Rocky Johnson,10/21/1984,World Wrestling Federation,Singles,WWF TV Taping,Nikolai Volkoff,Rocky Johnson,n/a,n/a,n/a,n/a,n/a,n/a
2634,Bobby Bass & Goldie Rogers vs. Davey Boy Smith & The Dynamite Kid,10/21/1984,World Wrestling Federation,Tag Team,WWF TV Taping,Bobby Bass,Goldie Rogers,Davey Boy Smith,The Dynamite Kid,n/a,n/a,n/a,n/a
2635,Andre The Giant vs. Kamala,10/21/1984,World Wrestling Federation,Steel Cage,WWF TV Taping,Andre The Giant,Kamala,n/a,n/a,n/a,n/a,n/a,n/a
2636,Big John Studd vs. SD Jones,10/14/1984,World Wrestling Federation,Singles,WWF on MSG Network,Big John Studd,SD Jones,n/a,n/a,n/a,n/a,n/a,n/a
2637,Nikolai Volkoff & The Iron Sheik vs. Sgt. Slaughter & The Junkyard Dog,10/13/1984,World Wrestling Federation,Tag Team,WWF on PRISM Network,Nikolai Volkoff,The Iron Sheik,Sgt. Slaughter,The Junkyard Dog,n/a,n/a,n/a,n/a
2638,Big John Studd vs. Hulk Hogan,09/22/1984,World Wrestling Federation,Singles,WWF on MSG Network,Big John Studd,Hulk Hogan,n/a,n/a,n/a,n/a,n/a,n/a
2639,Greg Valentine vs. Tito Santana,08/25/1984,World Wrestling Federation,Singles,WWF on MSG Network,Greg Valentine,Tito Santana,n/a,n/a,n/a,n/a,n/a,n/a
2640,Jimmy Snuka vs. Roddy Piper,08/25/1984,World Wrestling Federation,Singles,WWF on MSG Network,Jimmy Snuka,Roddy Piper,n/a,n/a,n/a,n/a,n/a,n/a
2641,B. Brian Blair vs. Iron Mike Sharpe,08/25/1984,World Wrestling Federation,Singles,WWF on MSG Network,B. Brian Blair,Iron Mike Sharpe,n/a,n/a,n/a,n/a,n/a,n/a
2642,Rick McGraw vs. Salvatore Bellomo,08/25/1984,World Wrestling Federation,Singles,WWF on MSG Network,Rick McGraw,Salvatore Bellomo,n/a,n/a,n/a,n/a,n/a,n/a
2643,Adrian Adonis & Dick Murdoch vs. Afa & Sika,08/25/1984,World Wrestling Federation,Tag Team,WWF on MSG Network,Adrian Adonis,Dick Murdoch,Afa,Sika,n/a,n/a,n/a,n/a
2644,Ken Patera vs. Pat Patterson,08/25/1984,World Wrestling Federation,Singles,WWF on MSG Network,Ken Patera,Pat Patterson,n/a,n/a,n/a,n/a,n/a,n/a
2645,Ivan Putski vs. Jesse Ventura,08/25/1984,World Wrestling Federation,Singles,WWF on MSG Network,Ivan Putski,Jesse Ventura,n/a,n/a,n/a,n/a,n/a,n/a
2646,"Buddy Roberts, Michael Hayes & Terry Gordy vs. Butcher Vachon, Pete Doherty & Ron Shaw",08/25/1984,World Wrestling Federation,Best Two Out Of Three Falls Six Man Tag Team,WWF on MSG Network,Buddy Roberts,Michael Hayes,Terry Gordy,Butcher Vachon,Pete Doherty,Ron Shaw,n/a,n/a
2647,The Iron Sheik vs. Tony Garea,07/23/1984,World Wrestling Federation,Singles,WWF on MSG Network,The Iron Sheik,Tony Garea,n/a,n/a,n/a,n/a,n/a,n/a
2648,Ron Shaw vs. Sika,07/23/1984,World Wrestling Federation,Singles,WWF on MSG Network,Ron Shaw,Sika,n/a,n/a,n/a,n/a,n/a,n/a
2649,Bob Orton vs. Tito Santana,07/23/1984,World Wrestling Federation,Singles,WWF on MSG Network,Bob Orton,Tito Santana,n/a,n/a,n/a,n/a,n/a,n/a
2650,Greg Valentine vs. Hulk Hogan,07/23/1984,World Wrestling Federation,Singles,WWF on MSG Network,Greg Valentine,Hulk Hogan,n/a,n/a,n/a,n/a,n/a,n/a
2651,Adrian Adonis & Dick Murdoch vs. Sgt. Slaughter & Terry Daniels,07/23/1984,World Wrestling Federation,Tag Team,WWF on MSG Network,Adrian Adonis,Dick Murdoch,Sgt. Slaughter,Terry Daniels,n/a,n/a,n/a,n/a
2652,Chief Jay Strongbow vs. Paul Orndorff,07/23/1984,World Wrestling Federation,Singles,WWF on MSG Network,Chief Jay Strongbow,Paul Orndorff,n/a,n/a,n/a,n/a,n/a,n/a
2653,Afa vs. Rene Goulet,07/23/1984,World Wrestling Federation,Singles,WWF on MSG Network,Afa,Rene Goulet,n/a,n/a,n/a,n/a,n/a,n/a
2654,The Fabulous Moolah vs. Wendi Richter,07/23/1984,World Wrestling Federation,Singles,WWF The Brawl To End It All,The Fabulous Moolah,Wendi Richter,n/a,n/a,n/a,n/a,n/a,n/a
2655,Jimmy Snuka vs. Roddy Piper,07/15/1984,World Wrestling Federation,Singles,WWF on MSG Network,Jimmy Snuka,Roddy Piper,n/a,n/a,n/a,n/a,n/a,n/a
2656,David Schultz vs. Hulk Hogan,06/17/1984,World Wrestling Federation,Singles,WWF,David Schultz,Hulk Hogan,n/a,n/a,n/a,n/a,n/a,n/a
2657,Adrian Adonis & Dick Murdoch vs. Afa & Sika,06/16/1984,World Wrestling Federation,Best Two Out Of Three Falls,WWF on MSG Network,Adrian Adonis,Dick Murdoch,Afa,Sika,n/a,n/a,n/a,n/a
2658,Andre The Giant vs. David Schultz,06/16/1984,World Wrestling Federation,Singles,WWF on MSG Network,Andre The Giant,David Schultz,n/a,n/a,n/a,n/a,n/a,n/a
2659,Paul Orndorff vs. Salvatore Bellomo,06/16/1984,World Wrestling Federation,Singles,WWF on MSG Network,Paul Orndorff,Salvatore Bellomo,n/a,n/a,n/a,n/a,n/a,n/a
2660,Bob Orton vs. Chief Jay Strongbow,06/16/1984,World Wrestling Federation,Singles,WWF on MSG Network,Bob Orton,Chief Jay Strongbow,n/a,n/a,n/a,n/a,n/a,n/a
2661,Greg Valentine vs. Tito Santana,06/16/1984,World Wrestling Federation,Singles,WWF on MSG Network,Greg Valentine,Tito Santana,n/a,n/a,n/a,n/a,n/a,n/a
2662,Sgt. Slaughter vs. The Iron Sheik,06/16/1984,World Wrestling Federation,Boot Camp,WWF on MSG Network,Sgt. Slaughter,The Iron Sheik,n/a,n/a,n/a,n/a,n/a,n/a
2663,Jimmy Snuka vs. Roddy Piper,05/25/1984,World Wrestling Federation,Singles,WWF,Jimmy Snuka,Roddy Piper,n/a,n/a,n/a,n/a,n/a,n/a
2664,Paul Orndorff vs. Tito Santana,05/21/1984,World Wrestling Federation,Singles,WWF on MSG Network,Paul Orndorff,Tito Santana,n/a,n/a,n/a,n/a,n/a,n/a
2665,Jesse Ventura vs. Salvatore Bellomo,05/21/1984,World Wrestling Federation,Singles,WWF on MSG Network,Jesse Ventura,Salvatore Bellomo,n/a,n/a,n/a,n/a,n/a,n/a
2666,"Afa, Samula & Sika vs. Bobo Brazil, Rocky Johnson & SD Jones",05/21/1984,World Wrestling Federation,Six Man Tag Team,WWF on MSG Network,Afa,Samula,Sika,Bobo Brazil,Rocky Johnson,SD Jones,n/a,n/a
2667,The Fabulous Moolah vs. Wendi Richter,05/21/1984,World Wrestling Federation,Singles,WWF on MSG Network,The Fabulous Moolah,Wendi Richter,n/a,n/a,n/a,n/a,n/a,n/a
2668,B. Brian Blair & Tony Garea vs. Mr. Fuji & Tiger Chung Lee,05/21/1984,World Wrestling Federation,Tag Team,WWF on MSG Network,B. Brian Blair,Tony Garea,Mr. Fuji,Tiger Chung Lee,n/a,n/a,n/a,n/a
2669,David Schultz vs. Hulk Hogan,05/21/1984,World Wrestling Federation,Singles,WWF on MSG Network,David Schultz,Hulk Hogan,n/a,n/a,n/a,n/a,n/a,n/a
2670,Sgt. Slaughter vs. The Iron Sheik,05/21/1984,World Wrestling Federation,Singles,WWF on MSG Network,Sgt. Slaughter,The Iron Sheik,n/a,n/a,n/a,n/a,n/a,n/a
2671,"Bobo Brazil, Rocky Johnson & SD Jones vs. David Schultz, Paul Orndorff & Roddy Piper",05/19/1984,World Wrestling Federation,Six Man Tag Team,WWF On USA Network,Bobo Brazil,Rocky Johnson,SD Jones,David Schultz,Paul Orndorff,Roddy Piper,n/a,n/a
2672,Greg Valentine vs. Tito Santana,05/05/1984,World Wrestling Federation,Singles,WWF on PRISM Network,Greg Valentine,Tito Santana,n/a,n/a,n/a,n/a,n/a,n/a
2673,Bob Backlund vs. Greg Valentine,04/23/1984,World Wrestling Federation,Singles,WWF on MSG Network,Bob Backlund,Greg Valentine,n/a,n/a,n/a,n/a,n/a,n/a
2674,The Tonga Kid vs. Tiger Chung Lee,04/23/1984,World Wrestling Federation,Singles,WWF on MSG Network,The Tonga Kid,Tiger Chung Lee,n/a,n/a,n/a,n/a,n/a,n/a
2675,Jose Luis Rivera vs. Rene Goulet,04/23/1984,World Wrestling Federation,Singles,WWF on MSG Network,Jose Luis Rivera,Rene Goulet,n/a,n/a,n/a,n/a,n/a,n/a
